Date,Ticker,Close
2023-12-05,JPM,157.97
2023-12-04,MSFT,366.401
2023-12-04,AAPL,188.301
2023-12-04,AMZN,144.84
2023-12-04,JPM,157.99
2023-12-01,MSFT,371.731
2023-12-01,AAPL,190.098
2023-12-01,AMZN,147.03
2023-12-01,JPM,156.84
2023-11-30,MSFT,376.098
2023-11-30,AAPL,188.816
2023-11-30,AMZN,146.09
2023-11-30,JPM,156.08
2023-11-29,MSFT,376.038
2023-11-29,AAPL,188.241
2023-11-29,AMZN,146.32
2023-11-29,JPM,154.32
2023-11-28,MSFT,379.86
2023-11-28,AAPL,189.263
2023-11-28,AMZN,147.03
2023-11-28,JPM,153.54
2023-11-27,MSFT,375.8
2023-11-27,AAPL,188.657
2023-11-27,AMZN,147.73
2023-11-27,JPM,153.19
2023-11-24,MSFT,374.628
2023-11-24,AAPL,188.836
2023-11-24,AMZN,146.74
2023-11-24,JPM,153.54
2023-11-22,MSFT,375.046
2023-11-22,AAPL,190.168
2023-11-22,AMZN,146.71
2023-11-22,JPM,153.33
2023-11-21,MSFT,370.301
2023-11-21,AAPL,189.502
2023-11-21,AMZN,143.9
2023-11-21,JPM,152.97
2023-11-20,MSFT,374.638
2023-11-20,AAPL,190.307
2023-11-20,AMZN,146.13
2023-11-20,JPM,153.29
2023-11-17,MSFT,367.104
2023-11-17,AAPL,188.557
2023-11-17,AMZN,145.18
2023-11-17,JPM,152.82
2023-11-16,MSFT,373.379
2023-11-16,AAPL,188.577
2023-11-16,AMZN,142.83
2023-11-16,JPM,151.45
2023-11-15,MSFT,366.927
2023-11-15,AAPL,186.888
2023-11-15,AMZN,143.2
2023-11-15,JPM,149.74
2023-11-14,MSFT,366.778
2023-11-14,AAPL,186.321
2023-11-14,AMZN,145.8
2023-11-14,JPM,148.44
2023-11-13,MSFT,363.221
2023-11-13,AAPL,183.697
2023-11-13,AMZN,142.59
2023-11-13,JPM,145.78
2023-11-10,MSFT,366.183
2023-11-10,AAPL,185.287
2023-11-10,AMZN,143.56
2023-11-10,JPM,146.43
2023-11-09,MSFT,357.288
2023-11-09,AAPL,181.084
2023-11-09,AMZN,140.6
2023-11-09,JPM,144.29
2023-11-08,MSFT,359.774
2023-11-08,AAPL,181.558
2023-11-08,AMZN,142.08
2023-11-08,JPM,144.72
2023-11-07,MSFT,357.129
2023-11-07,AAPL,180.498
2023-11-07,AMZN,142.71
2023-11-07,JPM,144.01
2023-11-06,MSFT,353.167
2023-11-06,AAPL,177.926
2023-11-06,AMZN,139.74
2023-11-06,JPM,144.08
2023-11-03,MSFT,349.471
2023-11-03,AAPL,175.365
2023-11-03,AMZN,138.6
2023-11-03,JPM,143.0
2023-11-02,MSFT,345.033
2023-11-02,AAPL,176.278
2023-11-02,AMZN,138.07
2023-11-02,JPM,141.42
2023-11-01,MSFT,342.806
2023-11-01,AAPL,172.705
2023-11-01,AMZN,137.0
2023-11-01,JPM,138.94
2023-10-31,MSFT,334.921
2023-10-31,AAPL,169.527
2023-10-31,AMZN,133.09
2023-10-31,JPM,139.06
2023-10-30,MSFT,334.129
2023-10-30,AAPL,169.051
2023-10-30,AMZN,132.71
2023-10-30,JPM,137.42
2023-10-27,MSFT,326.698
2023-10-27,AAPL,166.996
2023-10-27,AMZN,127.74
2023-10-27,JPM,135.69
2023-10-26,MSFT,324.797
2023-10-26,AAPL,165.677
2023-10-26,AMZN,119.57
2023-10-26,JPM,140.76
2023-10-25,MSFT,337.457
2023-10-25,AAPL,169.855
2023-10-25,AMZN,121.39
2023-10-25,JPM,140.4
2023-10-24,MSFT,327.412
2023-10-24,AAPL,172.178
2023-10-24,AMZN,128.56
2023-10-24,JPM,141.17
2023-10-23,MSFT,326.213
2023-10-23,AAPL,171.741
2023-10-23,AMZN,126.56
2023-10-23,JPM,141.0
2023-10-20,MSFT,323.588
2023-10-20,AAPL,171.622
2023-10-20,AMZN,125.17
2023-10-20,JPM,142.95
2023-10-19,MSFT,328.195
2023-10-19,AAPL,174.183
2023-10-19,AMZN,128.4
2023-10-19,JPM,145.29
2023-10-18,MSFT,326.995
2023-10-18,AAPL,174.561
2023-10-18,AMZN,128.13
2023-10-18,JPM,145.91
2023-10-17,MSFT,328.927
2023-10-17,AAPL,175.862
2023-10-17,AMZN,131.47
2023-10-17,JPM,147.53
2023-10-16,MSFT,329.501
2023-10-16,AAPL,177.421
2023-10-16,AMZN,132.55
2023-10-16,JPM,147.85
2023-10-13,MSFT,324.638
2023-10-13,AAPL,177.548
2023-10-13,AMZN,129.79
2023-10-13,JPM,148.0
2023-10-12,MSFT,328.036
2023-10-12,AAPL,179.395
2023-10-12,AMZN,132.33
2023-10-12,JPM,145.81
2023-10-11,MSFT,329.285
2023-10-11,AAPL,178.491
2023-10-11,AMZN,131.83
2023-10-11,JPM,146.15
2023-10-10,MSFT,325.293
2023-10-10,AAPL,177.092
2023-10-10,AMZN,129.48
2023-10-10,JPM,145.65
2023-10-09,MSFT,326.708
2023-10-09,AAPL,177.687
2023-10-09,AMZN,128.26
2023-10-09,JPM,144.77
2023-10-06,MSFT,324.173
2023-10-06,AAPL,176.198
2023-10-06,AMZN,127.96
2023-10-06,JPM,145.1
2023-10-05,MSFT,316.348
2023-10-05,AAPL,173.638
2023-10-05,AMZN,125.96
2023-10-05,JPM,142.9
2023-10-04,MSFT,315.946
2023-10-04,AAPL,172.396
2023-10-04,AMZN,127.0
2023-10-04,JPM,143.35
2023-10-03,MSFT,310.434
2023-10-03,AAPL,171.145
2023-10-03,AMZN,124.72
2023-10-03,JPM,142.71
2023-10-02,MSFT,318.764
2023-10-02,AAPL,172.485
2023-10-02,AMZN,129.46
2023-10-02,JPM,143.77
2023-09-29,MSFT,312.771
2023-09-29,AAPL,169.965
2023-09-29,AMZN,127.12
2023-09-29,JPM,145.02
2023-09-28,MSFT,310.681
2023-09-28,AAPL,169.447
2023-09-28,AMZN,125.98
2023-09-28,JPM,147.59
2023-09-27,MSFT,309.839
2023-09-27,AAPL,169.191
2023-09-27,AMZN,125.98
2023-09-27,JPM,145.78
2023-09-26,MSFT,309.196
2023-09-26,AAPL,170.709
2023-09-26,AMZN,125.98
2023-09-26,JPM,144.93
2023-09-25,MSFT,314.544
2023-09-25,AAPL,174.798
2023-09-25,AMZN,131.27
2023-09-25,JPM,146.45
2023-09-22,MSFT,314.019
2023-09-22,AAPL,173.519
2023-09-22,AMZN,129.12
2023-09-22,JPM,145.73
2023-09-21,MSFT,316.515
2023-09-21,AAPL,172.665
2023-09-21,AMZN,129.33
2023-09-21,JPM,147.14
2023-09-20,MSFT,317.744
2023-09-20,AAPL,174.213
2023-09-20,AMZN,135.29
2023-09-20,JPM,148.3
2023-09-19,MSFT,325.55
2023-09-19,AAPL,177.767
2023-09-19,AMZN,137.63
2023-09-19,JPM,148.93
2023-09-18,MSFT,325.956
2023-09-18,AAPL,176.675
2023-09-18,AMZN,139.98
2023-09-18,JPM,149.12
2023-09-15,MSFT,327.105
2023-09-15,AAPL,173.737
2023-09-15,AMZN,140.39
2023-09-15,JPM,148.81
2023-09-14,MSFT,335.505
2023-09-14,AAPL,174.462
2023-09-14,AMZN,144.72
2023-09-14,JPM,149.25
2023-09-13,MSFT,332.89
2023-09-13,AAPL,172.943
2023-09-13,AMZN,144.85
2023-09-13,JPM,146.41
2023-09-12,MSFT,328.64
2023-09-12,AAPL,175.018
2023-09-12,AMZN,141.23
2023-09-12,JPM,146.34
2023-09-11,MSFT,334.751
2023-09-11,AAPL,178.055
2023-09-11,AMZN,143.1
2023-09-11,JPM,144.46
2023-09-08,MSFT,331.116
2023-09-08,AAPL,176.884
2023-09-08,AMZN,138.23
2023-09-08,JPM,143.83
2023-09-07,MSFT,326.798
2023-09-07,AAPL,176.268
2023-09-07,AMZN,137.85
2023-09-07,JPM,143.72
2023-09-06,MSFT,329.74
2023-09-06,AAPL,181.578
2023-09-06,AMZN,135.36
2023-09-06,JPM,144.96
2023-09-05,MSFT,330.404
2023-09-05,AAPL,188.321
2023-09-05,AMZN,137.27
2023-09-05,JPM,145.2
2023-09-01,MSFT,325.56
2023-09-01,AAPL,188.082
2023-09-01,AMZN,138.12
2023-09-01,JPM,146.82
2023-08-31,MSFT,324.668
2023-08-31,AAPL,186.504
2023-08-31,AMZN,138.01
2023-08-31,JPM,146.33
2023-08-30,MSFT,325.688
2023-08-30,AAPL,186.284
2023-08-30,AMZN,135.07
2023-08-30,JPM,148.16
2023-08-29,MSFT,325.312
2023-08-29,AAPL,182.781
2023-08-29,AMZN,134.91
2023-08-29,JPM,148.76
2023-08-28,MSFT,320.646
2023-08-28,AAPL,178.879
2023-08-28,AMZN,133.14
2023-08-28,JPM,147.56
2023-08-25,MSFT,319.934
2023-08-25,AAPL,177.311
2023-08-25,AMZN,133.26
2023-08-25,JPM,147.05
2023-08-24,MSFT,316.953
2023-08-24,AAPL,175.097
2023-08-24,AMZN,131.84
2023-08-24,JPM,147.23
2023-08-23,MSFT,323.917
2023-08-23,AAPL,179.801
2023-08-23,AMZN,135.52
2023-08-23,JPM,147.37
2023-08-22,MSFT,319.419
2023-08-22,AAPL,175.941
2023-08-22,AMZN,134.25
2023-08-22,JPM,146.38
2023-08-21,MSFT,318.844
2023-08-21,AAPL,174.561
2023-08-21,AMZN,134.68
2023-08-21,JPM,149.48
2023-08-18,MSFT,313.494
2023-08-18,AAPL,173.22
2023-08-18,AMZN,133.22
2023-08-18,JPM,148.97
2023-08-17,MSFT,313.891
2023-08-17,AAPL,172.735
2023-08-17,AMZN,133.98
2023-08-17,JPM,148.63
2023-08-16,MSFT,317.378
2023-08-16,AAPL,175.285
2023-08-16,AMZN,135.07
2023-08-16,JPM,150.19
2023-08-15,MSFT,318.149
2023-08-15,AAPL,176.159
2023-08-15,AMZN,137.67
2023-08-15,JPM,150.83
2023-08-14,MSFT,320.305
2023-08-14,AAPL,178.155
2023-08-14,AMZN,140.57
2023-08-14,JPM,154.77
2023-08-11,MSFT,317.31
2023-08-11,AAPL,176.497
2023-08-11,AMZN,138.41
2023-08-11,JPM,154.45
2023-08-10,MSFT,319.208
2023-08-10,AAPL,176.437
2023-08-10,AMZN,138.56
2023-08-10,JPM,153.56
2023-08-09,MSFT,318.516
2023-08-09,AAPL,176.656
2023-08-09,AMZN,137.85
2023-08-09,JPM,153.79
2023-08-08,MSFT,322.292
2023-08-08,AAPL,178.251
2023-08-08,AMZN,139.94
2023-08-08,JPM,155.88
2023-08-07,MSFT,326.306
2023-08-07,AAPL,177.31
2023-08-07,AMZN,142.22
2023-08-07,JPM,156.76
2023-08-04,MSFT,324.0
2023-08-04,AAPL,180.423
2023-08-04,AMZN,139.57
2023-08-04,JPM,156.02
2023-08-03,MSFT,322.896
2023-08-03,AAPL,189.523
2023-08-03,AMZN,128.91
2023-08-03,JPM,156.35
2023-08-02,MSFT,323.725
2023-08-02,AAPL,190.921
2023-08-02,AMZN,128.21
2023-08-02,JPM,155.4
2023-08-01,MSFT,332.464
2023-08-01,AAPL,193.919
2023-08-01,AMZN,131.69
2023-08-01,JPM,157.18
2023-07-31,MSFT,332.048
2023-07-31,AAPL,194.757
2023-07-31,AMZN,133.68
2023-07-31,JPM,157.96
2023-07-28,MSFT,334.47
2023-07-28,AAPL,194.144
2023-07-28,AMZN,132.21
2023-07-28,JPM,156.91
2023-07-27,MSFT,326.909
2023-07-27,AAPL,191.554
2023-07-27,AMZN,128.25
2023-07-27,JPM,156.02
2023-07-26,MSFT,333.876
2023-07-26,AAPL,192.825
2023-07-26,AMZN,128.15
2023-07-26,JPM,157.76
2023-07-25,MSFT,346.935
2023-07-25,AAPL,191.953
2023-07-25,AMZN,129.13
2023-07-25,JPM,156.82
2023-07-24,MSFT,341.132
2023-07-24,AAPL,191.09
2023-07-24,AMZN,128.8
2023-07-24,JPM,158.0
2023-07-21,MSFT,339.808
2023-07-21,AAPL,190.286
2023-07-21,AMZN,130.0
2023-07-21,JPM,154.95
2023-07-20,MSFT,342.872
2023-07-20,AAPL,191.466
2023-07-20,AMZN,129.96
2023-07-20,JPM,156.15
2023-07-19,MSFT,350.987
2023-07-19,AAPL,193.42
2023-07-19,AMZN,135.36
2023-07-19,JPM,154.25
2023-07-18,MSFT,355.346
2023-07-18,AAPL,192.061
2023-07-18,AMZN,132.83
2023-07-18,JPM,153.66
2023-07-17,MSFT,341.745
2023-07-17,AAPL,192.318
2023-07-17,AMZN,133.56
2023-07-17,JPM,153.38
2023-07-14,MSFT,341.261
2023-07-14,AAPL,189.048
2023-07-14,AMZN,134.68
2023-07-14,JPM,149.77
2023-07-13,MSFT,338.71
2023-07-13,AAPL,188.899
2023-07-13,AMZN,134.3
2023-07-13,JPM,148.87
2023-07-12,MSFT,333.314
2023-07-12,AAPL,188.136
2023-07-12,AMZN,130.8
2023-07-12,JPM,148.15
2023-07-11,MSFT,328.638
2023-07-11,AAPL,186.46
2023-07-11,AMZN,128.78
2023-07-11,JPM,147.42
2023-07-10,MSFT,328.005
2023-07-10,AAPL,186.985
2023-07-10,AMZN,127.13
2023-07-10,JPM,145.15
2023-07-07,MSFT,333.333
2023-07-07,AAPL,189.038
2023-07-07,AMZN,129.78
2023-07-07,JPM,144.34
2023-07-06,MSFT,337.337
2023-07-06,AAPL,190.157
2023-07-06,AMZN,128.36
2023-07-06,JPM,143.21
2023-07-05,MSFT,334.253
2023-07-05,AAPL,189.682
2023-07-05,AMZN,130.38
2023-07-05,JPM,144.64
2023-07-03,MSFT,334.095
2023-07-03,AAPL,190.801
2023-07-03,AMZN,130.22
2023-07-03,JPM,146.61
2023-06-30,MSFT,336.616
2023-06-30,AAPL,192.298
2023-06-30,AMZN,130.36
2023-06-30,JPM,145.44
2023-06-29,MSFT,331.188
2023-06-29,AAPL,187.956
2023-06-29,AMZN,127.9
2023-06-29,JPM,143.43
2023-06-28,MSFT,331.978
2023-06-28,AAPL,187.619
2023-06-28,AMZN,129.04
2023-06-28,JPM,138.59
2023-06-27,MSFT,330.714
2023-06-27,AAPL,186.44
2023-06-27,AMZN,129.18
2023-06-27,JPM,139.2
2023-06-26,MSFT,324.813
2023-06-26,AAPL,183.675
2023-06-26,AMZN,127.33
2023-06-26,JPM,139.19
2023-06-23,MSFT,331.158
2023-06-23,AAPL,185.072
2023-06-23,AMZN,129.33
2023-06-23,JPM,138.85
2023-06-22,MSFT,335.795
2023-06-22,AAPL,185.389
2023-06-22,AMZN,130.15
2023-06-22,JPM,139.58
2023-06-21,MSFT,329.716
2023-06-21,AAPL,182.374
2023-06-21,AMZN,124.83
2023-06-21,JPM,142.32
2023-06-20,MSFT,334.155
2023-06-20,AAPL,183.416
2023-06-20,AMZN,125.78
2023-06-20,JPM,142.53
2023-06-16,MSFT,338.385
2023-06-16,AAPL,183.327
2023-06-16,AMZN,125.49
2023-06-16,JPM,143.26
2023-06-15,MSFT,344.088
2023-06-15,AAPL,184.408
2023-06-15,AMZN,127.11
2023-06-15,JPM,143.09
2023-06-14,MSFT,333.452
2023-06-14,AAPL,182.364
2023-06-14,AMZN,126.42
2023-06-14,JPM,141.49
2023-06-13,MSFT,330.438
2023-06-13,AAPL,181.731
2023-06-13,AMZN,126.66
2023-06-13,JPM,142.02
2023-06-12,MSFT,328.025
2023-06-12,AAPL,182.207
2023-06-12,AMZN,126.57
2023-06-12,JPM,141.0
2023-06-09,MSFT,323.023
2023-06-09,AAPL,179.401
2023-06-09,AMZN,123.43
2023-06-09,JPM,141.01
2023-06-08,MSFT,321.511
2023-06-08,AAPL,179.013
2023-06-08,AMZN,124.25
2023-06-08,JPM,140.73
2023-06-07,MSFT,319.653
2023-06-07,AAPL,176.288
2023-06-07,AMZN,121.23
2023-06-07,JPM,140.69
2023-06-06,MSFT,329.835
2023-06-06,AAPL,177.666
2023-06-06,AMZN,126.61
2023-06-06,JPM,139.34
2023-06-05,MSFT,332.067
2023-06-05,AAPL,178.033
2023-06-05,AMZN,125.3
2023-06-05,JPM,139.09
2023-06-02,MSFT,331.533
2023-06-02,AAPL,179.391
2023-06-02,AMZN,124.25
2023-06-02,JPM,140.47
2023-06-01,MSFT,328.747
2023-06-01,AAPL,178.538
2023-06-01,AMZN,122.77
2023-06-01,JPM,137.58
2023-05-31,MSFT,324.604
2023-05-31,AAPL,175.723
2023-05-31,AMZN,120.58
2023-05-31,JPM,135.71
2023-05-30,MSFT,327.393
2023-05-30,AAPL,175.773
2023-05-30,AMZN,121.66
2023-05-30,JPM,137.46
2023-05-26,MSFT,329.053
2023-05-26,AAPL,173.917
2023-05-26,AMZN,120.11
2023-05-26,JPM,136.94
2023-05-25,MSFT,322.163
2023-05-25,AAPL,171.5
2023-05-25,AMZN,115.0
2023-05-25,JPM,135.67
2023-05-24,MSFT,310.233
2023-05-24,AAPL,170.359
2023-05-24,AMZN,116.75
2023-05-24,JPM,135.34
2023-05-23,MSFT,311.626
2023-05-23,AAPL,170.084
2023-05-23,AMZN,114.99
2023-05-23,JPM,136.59
2023-05-22,MSFT,317.479
2023-05-22,AAPL,172.7
2023-05-22,AMZN,115.01
2023-05-22,JPM,138.03
2023-05-19,MSFT,314.671
2023-05-19,AAPL,173.652
2023-05-19,AMZN,116.25
2023-05-19,JPM,139.18
2023-05-18,MSFT,314.848
2023-05-18,AAPL,173.543
2023-05-18,AMZN,118.15
2023-05-18,JPM,139.5
2023-05-17,MSFT,310.381
2023-05-17,AAPL,171.202
2023-05-17,AMZN,115.5
2023-05-17,JPM,138.45
2023-05-16,MSFT,307.475
2023-05-16,AAPL,170.587
2023-05-16,AMZN,113.4
2023-05-16,JPM,134.32
2023-05-15,MSFT,305.226
2023-05-15,AAPL,170.587
2023-05-15,AMZN,111.2
2023-05-15,JPM,135.23
2023-05-12,MSFT,304.743
2023-05-12,AAPL,171.084
2023-05-12,AMZN,110.26
2023-05-12,JPM,134.1
2023-05-11,MSFT,305.868
2023-05-11,AAPL,172.015
2023-05-11,AMZN,112.18
2023-05-11,JPM,136.05
2023-05-10,MSFT,308.037
2023-05-10,AAPL,171.822
2023-05-10,AMZN,110.19
2023-05-10,JPM,136.48
2023-05-09,MSFT,302.8
2023-05-09,AAPL,170.057
2023-05-09,AMZN,106.62
2023-05-09,JPM,136.41
2023-05-08,MSFT,304.427
2023-05-08,AAPL,171.767
2023-05-08,AMZN,105.83
2023-05-08,JPM,137.07
2023-05-05,MSFT,306.399
2023-05-05,AAPL,171.837
2023-05-05,AMZN,105.655
2023-05-05,JPM,136.74
2023-05-04,MSFT,301.232
2023-05-04,AAPL,164.136
2023-05-04,AMZN,104.0
2023-05-04,JPM,134.12
2023-05-03,MSFT,300.235
2023-05-03,AAPL,165.777
2023-05-03,AMZN,103.65
2023-05-03,JPM,135.98
2023-05-02,MSFT,301.232
2023-05-02,AAPL,166.857
2023-05-02,AMZN,103.63
2023-05-02,JPM,138.92
2023-05-01,MSFT,301.38
2023-05-01,AAPL,167.897
2023-05-01,AMZN,102.05
2023-05-01,JPM,141.2
2023-04-28,MSFT,303.055
2023-04-28,AAPL,167.985
2023-04-28,AMZN,105.45
2023-04-28,JPM,138.24
2023-04-27,MSFT,300.659
2023-04-27,AAPL,166.728
2023-04-27,AMZN,109.82
2023-04-27,JPM,137.05
2023-04-26,MSFT,291.329
2023-04-26,AAPL,162.124
2023-04-26,AMZN,104.98
2023-04-26,JPM,135.23
2023-04-25,MSFT,271.651
2023-04-25,AAPL,162.134
2023-04-25,AMZN,102.57
2023-04-25,JPM,137.67
2023-04-24,MSFT,277.915
2023-04-24,AAPL,163.679
2023-04-24,AMZN,106.21
2023-04-24,JPM,140.73
2023-04-21,MSFT,281.852
2023-04-21,AAPL,163.372
2023-04-21,AMZN,106.96
2023-04-21,JPM,140.54
2023-04-20,MSFT,282.195
2023-04-20,AAPL,164.986
2023-04-20,AMZN,103.81
2023-04-20,JPM,140.81
2023-04-19,MSFT,284.504
2023-04-19,AAPL,165.955
2023-04-19,AMZN,104.3
2023-04-19,JPM,141.22
2023-04-18,MSFT,284.424
2023-04-18,AAPL,164.809
2023-04-18,AMZN,102.3
2023-04-18,JPM,141.4
2023-04-17,MSFT,284.849
2023-04-17,AAPL,163.579
2023-04-17,AMZN,102.74
2023-04-17,JPM,139.83
2023-04-14,MSFT,282.225
2023-04-14,AAPL,163.56
2023-04-14,AMZN,102.51
2023-04-14,JPM,138.73
2023-04-13,MSFT,285.874
2023-04-13,AAPL,163.907
2023-04-13,AMZN,102.4
2023-04-13,JPM,128.99
2023-04-12,MSFT,279.611
2023-04-12,AAPL,158.501
2023-04-12,AMZN,97.83
2023-04-12,JPM,128.5
2023-04-11,MSFT,278.961
2023-04-11,AAPL,159.194
2023-04-11,AMZN,99.92
2023-04-11,JPM,128.52
2023-04-10,MSFT,285.431
2023-04-10,AAPL,160.412
2023-04-10,AMZN,102.17
2023-04-10,JPM,127.89
2023-04-06,MSFT,287.61
2023-04-06,AAPL,163.016
2023-04-06,AMZN,102.06
2023-04-06,JPM,127.47
2023-04-05,MSFT,280.451
2023-04-05,AAPL,162.124
2023-04-05,AMZN,101.1
2023-04-05,JPM,127.61
2023-04-04,MSFT,283.251
2023-04-04,AAPL,163.977
2023-04-04,AMZN,103.95
2023-04-04,JPM,128.42
2023-04-03,MSFT,283.299
2023-04-03,AAPL,164.51
2023-04-03,AMZN,102.41
2023-04-03,JPM,130.16
2023-03-31,MSFT,284.355
2023-03-31,AAPL,163.255
2023-03-31,AMZN,103.29
2023-03-31,JPM,130.31
2023-03-30,MSFT,280.163
2023-03-30,AAPL,160.739
2023-03-30,AMZN,102.0
2023-03-30,JPM,128.75
2023-03-29,MSFT,276.671
2023-03-29,AAPL,159.164
2023-03-29,AMZN,100.25
2023-03-29,JPM,129.14
2023-03-28,MSFT,271.465
2023-03-28,AAPL,156.076
2023-03-28,AMZN,97.24
2023-03-28,JPM,128.88
2023-03-27,MSFT,272.598
2023-03-27,AAPL,156.699
2023-03-27,AMZN,98.04
2023-03-27,JPM,128.49
2023-03-24,MSFT,276.731
2023-03-24,AAPL,158.651
2023-03-24,AMZN,98.13
2023-03-24,JPM,124.91
2023-03-23,MSFT,273.861
2023-03-23,AAPL,157.342
2023-03-23,AMZN,98.71
2023-03-23,JPM,126.84
2023-03-22,MSFT,268.565
2023-03-22,AAPL,156.254
2023-03-22,AMZN,98.7
2023-03-22,JPM,127.18
2023-03-21,MSFT,270.034
2023-03-21,AAPL,157.69
2023-03-21,AMZN,100.61
2023-03-21,JPM,130.55
2023-03-20,MSFT,268.506
2023-03-20,AAPL,155.828
2023-03-20,AMZN,97.71
2023-03-20,JPM,127.14
2023-03-17,MSFT,275.605
2023-03-17,AAPL,153.452
2023-03-17,AMZN,98.95
2023-03-17,JPM,125.81
2023-03-16,MSFT,272.422
2023-03-16,AAPL,154.294
2023-03-16,AMZN,100.04
2023-03-16,JPM,130.75
2023-03-15,MSFT,261.808
2023-03-15,AAPL,151.462
2023-03-15,AMZN,96.2
2023-03-15,JPM,128.26
2023-03-14,MSFT,257.221
2023-03-14,AAPL,151.067
2023-03-14,AMZN,94.88
2023-03-14,JPM,134.62
2023-03-13,MSFT,250.447
2023-03-13,AAPL,148.967
2023-03-13,AMZN,92.43
2023-03-13,JPM,131.25
2023-03-10,MSFT,245.189
2023-03-10,AAPL,147.017
2023-03-10,AMZN,90.73
2023-03-10,JPM,133.65
2023-03-09,MSFT,248.868
2023-03-09,AAPL,149.086
2023-03-09,AMZN,92.25
2023-03-09,JPM,130.34
2023-03-08,MSFT,250.229
2023-03-08,AAPL,151.343
2023-03-08,AMZN,93.92
2023-03-08,JPM,137.8
2023-03-07,MSFT,250.672
2023-03-07,AAPL,150.088
2023-03-07,AMZN,93.55
2023-03-07,JPM,138.62
2023-03-06,MSFT,253.355
2023-03-06,AAPL,152.295
2023-03-06,AMZN,93.75
2023-03-06,JPM,142.82
2023-03-03,MSFT,251.797
2023-03-03,AAPL,149.523
2023-03-03,AMZN,94.9
2023-03-03,JPM,143.66
2023-03-02,MSFT,247.675
2023-03-02,AAPL,144.453
2023-03-02,AMZN,92.13
2023-03-02,JPM,141.07
2023-03-01,MSFT,242.9
2023-03-01,AAPL,143.859
2023-03-01,AMZN,92.17
2023-03-01,JPM,142.55
2023-02-28,MSFT,246.009
2023-02-28,AAPL,145.938
2023-02-28,AMZN,94.23
2023-02-28,JPM,143.35
2023-02-27,MSFT,246.736
2023-02-27,AAPL,146.444
2023-02-27,AMZN,93.76
2023-02-27,JPM,142.16
2023-02-24,MSFT,245.81
2023-02-24,AAPL,145.244
2023-02-24,AMZN,93.5
2023-02-24,JPM,140.93
2023-02-23,MSFT,251.284
2023-02-23,AAPL,147.908
2023-02-23,AMZN,95.82
2023-02-23,JPM,139.67
2023-02-22,MSFT,248.069
2023-02-22,AAPL,147.423
2023-02-22,AMZN,95.79
2023-02-22,JPM,138.56
2023-02-21,MSFT,249.213
2023-02-21,AAPL,146.997
2023-02-21,AMZN,94.58
2023-02-21,JPM,139.63
2023-02-17,MSFT,254.53
2023-02-17,AAPL,151.027
2023-02-17,AMZN,97.2
2023-02-17,JPM,142.24
2023-02-16,MSFT,258.562
2023-02-16,AAPL,152.175
2023-02-16,AMZN,98.15
2023-02-16,JPM,141.82
2023-02-15,MSFT,265.635
2023-02-15,AAPL,153.78
2023-02-15,AMZN,101.16
2023-02-15,JPM,143.8
2023-02-14,MSFT,267.775
2023-02-14,AAPL,151.671
2023-02-14,AMZN,99.7
2023-02-14,JPM,143.2
2023-02-13,MSFT,266.94
2023-02-13,AAPL,152.314
2023-02-13,AMZN,99.54
